x,y,width,height,label
-211.7199904508563,333.4180525125047,10.0,10.0,0
-388.73155279144515,-318.023440798565,10.0,10.0,2
317.2336649624057,28.052032330603765,10.0,10.0,1
-500.0,-371.9289851440103,10.0,10.0,2
-34.15017337321426,319.48076007787887,10.0,10.0,0
-102.81853713268447,313.0217454853136,10.0,10.0,0
-456.9009064493831,-353.3240794813565,10.0,10.0,2
-393.58703027592804,-329.68271009456237,10.0,10.0,2
351.5597719578072,-40.93246877730151,10.0,10.0,1
316.08593411056387,150.6667192255283,10.0,10.0,1
-466.40386227016154,-376.9872360580694,10.0,10.0,2
369.35645479639953,125.67903290216633,10.0,10.0,1
-478.7004711210365,-365.7102656695225,10.0,10.0,2
-500.0,-230.35820843670166,10.0,10.0,2
335.36379947300657,115.2694172105091,10.0,10.0,1
323.9341333560892,9.239137494048627,10.0,10.0,1
-500.0,-190.872680747211,10.0,10.0,2
413.7054949190045,86.10764233000114,10.0,10.0,1
-369.7918836482914,-451.6805743279333,10.0,10.0,2
-235.07729383019208,369.30108742142716,10.0,10.0,0
-135.67178300734616,290.0018452222125,10.0,10.0,0
282.26352261578177,40.353623804060675,10.0,10.0,1
-373.2932603229026,-333.1068490449795,10.0,10.0,2
83.35992330784802,399.85943339874524,10.0,10.0,0
348.93373201778707,101.54799865645504,10.0,10.0,1
500.0,125.5692198953493,10.0,10.0,1
-69.32984957984469,366.4955910339968,10.0,10.0,0
-52.02110076048799,303.6682739599198,10.0,10.0,0
-167.53826209978934,257.2254241042042,10.0,10.0,0
414.2430942080091,114.19389275510939,10.0,10.0,1
-500.0,-297.527432381565,10.0,10.0,2
-105.41912668629686,339.65593904358803,10.0,10.0,0
458.2181083138243,134.06967599024452,10.0,10.0,1
-466.64447437905216,-340.0060173661434,10.0,10.0,2
-137.9360250804834,380.5964234343064,10.0,10.0,0
-500.0,-410.7547966279318,10.0,10.0,2
-68.49394288760708,341.97277548321205,10.0,10.0,0
-433.1622742222965,-415.11976817410465,10.0,10.0,2
399.1707657893558,92.70617855949251,10.0,10.0,1
-500.0,-369.6743479544469,10.0,10.0,2
-109.84302990426491,438.70325801897195,10.0,10.0,0
260.90549840881204,51.59319897268749,10.0,10.0,1
-263.6960309232373,384.8259093252129,10.0,10.0,0
-495.5869733520859,-394.68883778545666,10.0,10.0,2
500.0,119.47629350637914,10.0,10.0,1
358.00979707750173,80.16890364207548,10.0,10.0,1
-90.65163659016918,285.3543853171282,10.0,10.0,0
306.3486444473821,31.12840591897849,10.0,10.0,1
-79.12146317202352,327.76441519036644,10.0,10.0,0
-232.5070629477932,266.89698561366095,10.0,10.0,0
500.0,78.03497107614459,10.0,10.0,1
-414.2042702793829,-377.6959679519003,10.0,10.0,2
500.0,173.1472125324732,10.0,10.0,1
-34.73566682702176,340.10951554489924,10.0,10.0,0
-481.7435912704648,-325.48560565935736,10.0,10.0,2
-500.0,-259.026645300401,10.0,10.0,2
-471.51511648923014,-432.6507603869451,10.0,10.0,2
-423.8885680401327,-380.2442912771731,10.0,10.0,2
500.0,86.00583579957345,10.0,10.0,1
-500.0,-349.71155030284433,10.0,10.0,2
76.40602368867197,365.28851620216506,10.0,10.0,0
-373.32598871457435,-323.1991059431236,10.0,10.0,2
-459.4858136856412,-306.25725612274647,10.0,10.0,2
283.806335630782,21.324712755781352,10.0,10.0,1
-459.78250141599636,-327.0283877583078,10.0,10.0,2
101.6995988037406,395.7059836386385,10.0,10.0,0
-432.20693897350355,-368.3635475302503,10.0,10.0,2
500.0,74.25465602882643,10.0,10.0,1
426.0210697940798,31.695923096918428,10.0,10.0,1
-105.73397676499951,380.16499461989935,10.0,10.0,0
-403.8191460001457,-330.5312051464833,10.0,10.0,2
-73.55560535527371,384.12786400258705,10.0,10.0,0
348.3985520489027,184.6780880904443,10.0,10.0,1
-500.0,-298.7977440845279,10.0,10.0,2
-81.0433301198553,283.7424199095446,10.0,10.0,0
-174.5169494916268,292.3853098154887,10.0,10.0,0
21.143128723315172,341.14602540989637,10.0,10.0,0
-374.9113879687412,-307.2197897854151,10.0,10.0,2
-467.28283437624157,-422.486571065707,10.0,10.0,2
500.0,141.06307641388514,10.0,10.0,1
-428.9405303083185,-358.593759555127,10.0,10.0,2
-500.0,-384.7842893894215,10.0,10.0,2
-211.76468889070625,282.71529478167986,10.0,10.0,0
-322.2778145439593,-319.2991002853005,10.0,10.0,2
-138.55974957036452,357.05440882269244,10.0,10.0,0
-406.0643041975229,-398.15126885375065,10.0,10.0,2
-500.0,-420.3394938398363,10.0,10.0,2
-479.6465928935832,-353.94850434238447,10.0,10.0,2
-172.6401381615217,366.2443722679176,10.0,10.0,0
-500.0,-238.25093040834537,10.0,10.0,2
369.8714912334283,-34.81244397245179,10.0,10.0,1
-138.29382265826786,241.26109380373657,10.0,10.0,0
-83.37769570428148,305.2233576022677,10.0,10.0,0
339.1266901824922,104.78295964183324,10.0,10.0,1
-81.2845028532752,354.1288710865938,10.0,10.0,0
336.0323232245781,63.07308590197869,10.0,10.0,1
38.83297965007648,347.16303791862805,10.0,10.0,0
434.9610120916548,109.93854251284749,10.0,10.0,1
-34.40309317825914,367.2394421762977,10.0,10.0,0
-500.0,40.72347066306054,10.0,10.0,2
500.0,55.52680867674462,10.0,10.0,1
-80.45767360006329,373.8024791052213,10.0,10.0,0
464.45433729271593,60.029714294030185,10.0,10.0,1
-334.318351140148,-407.68797648346583,10.0,10.0,2
489.81802360141074,48.77179374984279,10.0,10.0,1
446.3733071114602,29.409692756694923,10.0,10.0,1
423.51194345040295,98.83035434272304,10.0,10.0,1
-448.6939983434356,-330.13248845297875,10.0,10.0,2
-93.25727863460877,310.70127778460517,10.0,10.0,0
-13.919893384532024,295.8460226289795,10.0,10.0,0
500.0,122.00649314264984,10.0,10.0,1
-37.634297270818735,351.040757679374,10.0,10.0,0
500.0,113.3985646056093,10.0,10.0,1
-500.0,-308.4149080539112,10.0,10.0,2
331.35977203164947,52.83603174689129,10.0,10.0,1
500.0,83.161519241978,10.0,10.0,1
-500.0,-305.9379470365899,10.0,10.0,2
-144.66890792570075,268.4944756484839,10.0,10.0,0
377.2072854782173,91.97503508076375,10.0,10.0,1
473.04893596864696,85.21336228001714,10.0,10.0,1
-500.0,-173.6796232714422,10.0,10.0,2
483.4644543853164,-25.323340938821836,10.0,10.0,1
-96.02830180913888,379.53468716694766,10.0,10.0,0
-205.32545222592904,411.8868759719397,10.0,10.0,0
500.0,66.91168102805426,10.0,10.0,1
-346.4061555728002,249.80728025970717,10.0,10.0,0
500.0,90.32165979822435,10.0,10.0,1
-417.09589217732974,-448.8800073596783,10.0,10.0,2
-500.0,-212.66470357753622,10.0,10.0,2
-139.01293420196964,341.34039395896525,10.0,10.0,0
-14.030760207923542,259.9660629111728,10.0,10.0,0
-500.0,-403.7579779499349,10.0,10.0,2
477.63926697632104,-0.056970952696058674,10.0,10.0,1
418.84452911015154,45.08133620491203,10.0,10.0,1
-379.2174723063919,-353.94456026207234,10.0,10.0,2
39.97618581245402,374.4653369710826,10.0,10.0,0
500.0,65.97172961572608,10.0,10.0,1
409.9323936774284,97.563194092269,10.0,10.0,1
-271.77501901289,301.97321657170863,10.0,10.0,0
379.2734258753514,103.9442519108356,10.0,10.0,1
367.1451400130486,-9.576658526704286,10.0,10.0,1
-45.48198052454579,241.03754958468983,10.0,10.0,0
-500.0,-268.72896775185745,10.0,10.0,2
272.8469882318927,51.844369388992746,10.0,10.0,1
452.1331772913964,85.0198738019821,10.0,10.0,1
-298.5724139431386,291.12476359682586,10.0,10.0,0
-464.32363170052787,-450.2031636148885,10.0,10.0,2
-500.0,-349.2952932032156,10.0,10.0,2
-500.0,-380.81099257996226,10.0,10.0,2
-500.0,-321.82608175747146,10.0,10.0,2
-34.09513727967959,302.75428697962917,10.0,10.0,0
-500.0,-286.08528694604945,10.0,10.0,2
-21.348364372120678,389.79585388597326,10.0,10.0,0
-409.77125240922106,-315.48751694836346,10.0,10.0,2
-148.73364329856855,337.80416353834175,10.0,10.0,0
-166.85379653768138,343.19833151673924,10.0,10.0,0
-500.0,-180.5915668266722,10.0,10.0,2
-500.0,-344.7244607890067,10.0,10.0,2
-11.844818000993172,362.55418694049354,10.0,10.0,0
49.08004724454604,299.2138586573411,10.0,10.0,0
500.0,127.96839835567772,10.0,10.0,1
15.62808471641003,313.9856446009716,10.0,10.0,0
500.0,47.141740694722785,10.0,10.0,1
-116.68167048134461,351.4096954017466,10.0,10.0,0
-500.0,-424.6813013045913,10.0,10.0,2
474.25408129649185,59.657430137007964,10.0,10.0,1
-42.84041145479566,315.893406583114,10.0,10.0,0
-425.82011437345693,-337.8936551517679,10.0,10.0,2
367.48446877570933,78.97456520127321,10.0,10.0,1
500.0,93.78038097671758,10.0,10.0,1
-8.179533681836354,421.275582579226,10.0,10.0,0
-15.946290675282611,275.2702826744981,10.0,10.0,0
-485.8788807734763,-391.7126098723032,10.0,10.0,2
-1.167142359718575,260.1715928554641,10.0,10.0,0
-98.48126731058585,367.26248270100444,10.0,10.0,0
373.32622009448323,1.6614470495187916,10.0,10.0,1
459.03719110971684,120.70418086654388,10.0,10.0,1
-500.0,-313.30079942611076,10.0,10.0,2
-500.0,-336.71051559525637,10.0,10.0,2
-139.5940424910559,370.6599006371456,10.0,10.0,0
-500.0,-453.0656334898649,10.0,10.0,2
-388.30886548689347,-425.3137604346746,10.0,10.0,2
-469.88490075183796,-409.9842890450102,10.0,10.0,2
-484.5426077944429,-314.33658685833046,10.0,10.0,2
-192.51047602084202,379.47645826370297,10.0,10.0,0
329.9739517305554,39.51964103282059,10.0,10.0,1
494.12867192380037,27.424298867613363,10.0,10.0,1
-500.0,-290.0963112549429,10.0,10.0,2
-500.0,-117.40554749761253,10.0,10.0,2
-459.07985425790963,-365.51337808917384,10.0,10.0,2
-63.80391159660459,375.880198026499,10.0,10.0,0
-160.026261568263,211.10093052367546,10.0,10.0,0
-91.44229197687274,274.4590269102721,10.0,10.0,0
408.9998475016228,46.854556346601164,10.0,10.0,1
-134.9901336795742,274.9668164793064,10.0,10.0,0
-499.0084528349148,-384.1030525370296,10.0,10.0,2
329.8823983803554,131.1621462655841,10.0,10.0,1
-305.05480395377083,-351.90686021972385,10.0,10.0,2
-419.979966701079,-314.71271310976294,10.0,10.0,2
-69.40208344968659,331.45827408369956,10.0,10.0,0
-492.7391991127074,-410.2996686659848,10.0,10.0,2
419.25911596975965,72.09959641837088,10.0,10.0,1
-471.9004522369754,-324.1329498810763,10.0,10.0,2
-91.91891046838279,405.52700598673005,10.0,10.0,0
379.31253403277725,124.19845075353014,10.0,10.0,1
-198.37320011523911,297.32915952427317,10.0,10.0,0
388.7295100649146,69.86633442361833,10.0,10.0,1
-500.0,-226.79935816091722,10.0,10.0,2
385.6606255686879,79.323081882388,10.0,10.0,1
-194.46145691226874,250.33561426688317,10.0,10.0,0
57.3534341583248,390.32405797045453,10.0,10.0,0
-40.7924525138411,290.9094459766524,10.0,10.0,0
-94.35816458537928,325.4950481178849,10.0,10.0,0
-500.0,-404.43180648227735,10.0,10.0,2
-500.0,-283.4734972813411,10.0,10.0,2
-136.2677424231353,423.16650452389183,10.0,10.0,0
479.8982028330906,47.49395579588775,10.0,10.0,1
381.41873210446073,22.02557054987483,10.0,10.0,1
-500.0,-394.8979485064052,10.0,10.0,2
-443.7048375409504,-268.99289684127103,10.0,10.0,2
17.003411817745473,373.6884370916301,10.0,10.0,0
433.1371209037843,85.53519277196354,10.0,10.0,1
-426.82822329453205,-327.84948472046983,10.0,10.0,2
-448.0139573719811,-339.7326390939741,10.0,10.0,2
-491.34753612591453,-429.99058080218583,10.0,10.0,2
256.159700501315,37.58934353135499,10.0,10.0,1
-239.3837558895783,344.96312112543893,10.0,10.0,0
336.03691399782196,72.94198678182696,10.0,10.0,1
110.46375091945069,372.9605828787337,10.0,10.0,0
-438.05585227684713,-338.28682693930597,10.0,10.0,2
357.2637410995018,116.83728588519084,10.0,10.0,1
-216.82354760227906,376.4678925249768,10.0,10.0,0
-500.0,-402.0204352868142,10.0,10.0,2
-500.0,-375.4982524306066,10.0,10.0,2
-23.909827858304116,363.92267588316065,10.0,10.0,0
359.0865435074049,19.82995956519237,10.0,10.0,1
458.53422042443077,16.802553328034733,10.0,10.0,1
-87.66259804430605,337.00794757206756,10.0,10.0,0
25.04430038057336,306.68841431743186,10.0,10.0,0
255.04682065944735,111.77287321164646,10.0,10.0,1
468.84206056201054,16.649545661654166,10.0,10.0,1
-70.37799472818112,318.78910151366887,10.0,10.0,0
-44.192483898183355,414.9523206373672,10.0,10.0,0
-449.6490165132613,-435.7363630717699,10.0,10.0,2
472.7631741363255,141.18571831327915,10.0,10.0,1
-220.72854255578977,322.3806993032779,10.0,10.0,0
-83.33100659275587,453.3662322930614,10.0,10.0,0
428.7258236872929,144.74852042306125,10.0,10.0,1
500.0,23.818983987514116,10.0,10.0,1
-5.513671100211496,378.37664379442543,10.0,10.0,0
358.1886057566333,135.93189081938723,10.0,10.0,1
468.00340650552783,43.519180379795856,10.0,10.0,1
59.008262452639116,348.16634165482463,10.0,10.0,0
-8.597819386316388,333.9231335288557,10.0,10.0,0
-152.72833670268005,380.52442938360724,10.0,10.0,0
427.37817396458144,9.018146361015528,10.0,10.0,1
500.0,-2.3124792866218513,10.0,10.0,1
-45.69862497258961,377.431784433815,10.0,10.0,0
402.8666990736022,174.83756345572047,10.0,10.0,1
-483.8803272828559,-453.7894271337146,10.0,10.0,2
388.2564922218528,144.0233251152888,10.0,10.0,1
-25.12028395071902,337.9220806083093,10.0,10.0,0
500.0,13.527547996560031,10.0,10.0,1
-500.0,-330.36397575973984,10.0,10.0,2
-268.22238292622853,318.2184285508184,10.0,10.0,0
358.557414067579,10.228586028610533,10.0,10.0,1
-500.0,-306.31231255838475,10.0,10.0,2
-500.0,-385.1122958323301,10.0,10.0,2
27.637132184080585,297.0136198123581,10.0,10.0,0
-479.763198573698,-348.5265963883469,10.0,10.0,2
424.15308194008975,110.98277639762854,10.0,10.0,1
-153.8639458270054,317.35171256280006,10.0,10.0,0
383.714471029172,31.71236890378675,10.0,10.0,1
82.3386103617195,423.88860559364235,10.0,10.0,0
437.54876771218034,51.68810205218379,10.0,10.0,1
-118.18321891815599,383.0403943850989,10.0,10.0,0
381.53174842246074,133.8572322724491,10.0,10.0,1
-500.0,-295.96231943412613,10.0,10.0,2
-6.2232157873163345,410.6206761899828,10.0,10.0,0
500.0,98.38462493853052,10.0,10.0,1
-446.64114484542523,-320.80644893679494,10.0,10.0,2
-422.70116939289346,-430.57726475536606,10.0,10.0,2
406.49498867450313,36.85826878406607,10.0,10.0,1
-409.5880880078705,-388.4990062490583,10.0,10.0,2
50.66737906141692,272.8365727579222,10.0,10.0,0
-500.0,-412.2134337529417,10.0,10.0,2
313.56029899826575,98.847745812252,10.0,10.0,1
-125.47782891261777,276.3908584810856,10.0,10.0,0
-383.4764554100388,-344.50863415773705,10.0,10.0,2
500.0,83.96196829095027,10.0,10.0,1
-241.57881623293193,294.86046703331635,10.0,10.0,0
376.67427271106635,80.82023653922109,10.0,10.0,1
-500.0,-309.57290852709315,10.0,10.0,2
67.65862958747014,390.5190503977034,10.0,10.0,0
367.6158130752144,103.6210095169378,10.0,10.0,1
487.54669166725233,103.21226472478877,10.0,10.0,1
-115.85987360721431,324.77403568319266,10.0,10.0,0
-500.0,-426.1317082247715,10.0,10.0,2
-500.0,-334.20146434831554,10.0,10.0,2
394.43819156476707,60.5134236667817,10.0,10.0,1
-222.57894030927838,267.9181801593578,10.0,10.0,0
285.5360690288001,30.779983863735573,10.0,10.0,1
-24.965940583681867,354.27205019077735,10.0,10.0,0
441.48034290784483,61.689347795728914,10.0,10.0,1
380.91717577995104,41.35956272970368,10.0,10.0,1
-381.23634807315597,-363.8548071476851,10.0,10.0,2
338.42436919036084,22.89176867254854,10.0,10.0,1
-48.35572803095883,261.56041963848475,10.0,10.0,0
-458.26138353864076,-289.38655393484527,10.0,10.0,2
314.03245616894975,5.118669460160518,10.0,10.0,1
-500.0,-269.74130272142247,10.0,10.0,2
402.64830521991587,59.3930996407464,10.0,10.0,1
417.8729491839148,133.09359863882116,10.0,10.0,1
64.80021957112653,338.1322432781823,10.0,10.0,0
-127.37077004091833,311.54142654989107,10.0,10.0,0
16.879509100057035,325.07456697113554,10.0,10.0,0
-390.4551815584779,-356.2549119279531,10.0,10.0,2
-71.07051142008038,299.1488694183267,10.0,10.0,0
-323.6889115206271,-403.56589770073094,10.0,10.0,2
416.3011312046859,35.17404192587291,10.0,10.0,1
-138.35615689623145,313.9528752566626,10.0,10.0,0
416.2436451220789,155.06088153175585,10.0,10.0,1
309.91415891694845,42.10895161818348,10.0,10.0,1
325.769195062354,65.93889177581552,10.0,10.0,1
-497.03732917651297,-353.88366624015663,10.0,10.0,2
-500.0,-398.74896214480003,10.0,10.0,2
-500.0,-354.58338740804345,10.0,10.0,2
74.57389257469814,342.88356155878387,10.0,10.0,0
-500.0,-376.11878540606756,10.0,10.0,2
-441.76441974575687,-368.3692025384481,10.0,10.0,2
462.80130109938995,72.88074048018336,10.0,10.0,1
-52.724459459066985,327.60777148655694,10.0,10.0,0
-498.77716077274823,-363.6898500344392,10.0,10.0,2
-3.3836086266535332,311.029141019229,10.0,10.0,0
350.0899861481223,60.90903431919662,10.0,10.0,1
384.59818002122387,50.839559146871636,10.0,10.0,1
379.6502912038703,114.49647168789093,10.0,10.0,1
354.733029618026,-18.398000992698933,10.0,10.0,1
406.6876044411548,56.94703997551742,10.0,10.0,1
-81.34641071140496,396.43597797309445,10.0,10.0,0
500.0,-3.4315201421614177,10.0,10.0,1
347.6634081053372,174.6288068487836,10.0,10.0,1
500.0,69.285111084714,10.0,10.0,1
245.60088470382527,85.9355391735214,10.0,10.0,1
-84.37301160955207,344.4796623605463,10.0,10.0,0
-74.87661929664426,206.35304018416784,10.0,10.0,0
-197.2738526665734,350.4849416196614,10.0,10.0,0
398.52956430939275,70.29268269265543,10.0,10.0,1
299.58659685573235,130.94270098872425,10.0,10.0,1
30.76281573027616,261.5103836690837,10.0,10.0,0
-43.63487144902279,301.24035334418454,10.0,10.0,0
-322.11107031977036,-374.59302536022983,10.0,10.0,2
462.38939416072105,102.24784693592134,10.0,10.0,1
364.5833149737484,-19.314603585917254,10.0,10.0,1
-500.0,-310.4424329560499,10.0,10.0,2
1.6074835761731237,338.32704994883767,10.0,10.0,0
463.0426715344024,89.86819070210932,10.0,10.0,1
-49.68856315813136,271.29794696612026,10.0,10.0,0
-174.93805584166233,356.2458814319325,10.0,10.0,0
436.8951625709814,-20.878043177638922,10.0,10.0,1
73.68581667775302,352.55207748469974,10.0,10.0,0
435.2131157967702,99.57647093595824,10.0,10.0,1
493.440705371603,162.6688910624438,10.0,10.0,1
-150.0694112413546,359.21510702307927,10.0,10.0,0
-422.7242737656214,-409.3046389945121,10.0,10.0,2
-474.8857689696596,-313.81751268270364,10.0,10.0,2
-500.0,-336.8768716110079,10.0,10.0,2
-185.49381691172397,281.0991758516047,10.0,10.0,0
-500.0,-334.8128262841001,10.0,10.0,2
-500.0,-335.86058837976987,10.0,10.0,2
-466.1619950448532,-404.6416857243283,10.0,10.0,2
-409.5430553439776,-358.65801763476344,10.0,10.0,2
-488.93935925011675,-351.75409698652476,10.0,10.0,2
359.18980658815224,126.39146857238396,10.0,10.0,1
500.0,102.03749868037175,10.0,10.0,1
300.516425933986,58.21434235299727,10.0,10.0,1
-500.0,-331.9604350934267,10.0,10.0,2
500.0,61.81744265124719,10.0,10.0,1
-61.30586048985742,304.19647845830855,10.0,10.0,0
-500.0,-356.2337622158472,10.0,10.0,2
-322.5081757356073,-391.3479169537811,10.0,10.0,2
-40.54154861058659,397.8886139434858,10.0,10.0,0
-5.034016512429453,323.7952061490248,10.0,10.0,0
500.0,15.632788615490256,10.0,10.0,1
-352.02227460781506,-363.6925111266768,10.0,10.0,2
-293.8900931146955,262.48266235068536,10.0,10.0,0
-84.86321792561392,363.9631664573093,10.0,10.0,0
-81.71281882907101,273.3587313902787,10.0,10.0,0
-74.5259088855724,254.65727802727062,10.0,10.0,0
-500.0,-384.51524555215883,10.0,10.0,2
-385.7809596705404,-394.2948707916238,10.0,10.0,2
-457.1184477677467,-343.80008676605166,10.0,10.0,2
500.0,32.639527528453414,10.0,10.0,1
322.6019002548674,130.83288386237763,10.0,10.0,1
-491.478027565412,-325.36702192775977,10.0,10.0,2
-240.63147543206816,358.6852829996294,10.0,10.0,0
447.58843581120686,19.420093918874972,10.0,10.0,1
487.05815503180514,0.679772032241452,10.0,10.0,1
-480.77958120944993,-338.4424592447053,10.0,10.0,2
-384.54488708356723,-263.88799896507294,10.0,10.0,2
-176.50060173629717,346.30591133257775,10.0,10.0,0
469.88008340407777,152.0608328827683,10.0,10.0,1
-500.0,-218.90291404273717,10.0,10.0,2
316.29887644159646,72.45561983358158,10.0,10.0,1
-452.69960636228046,-279.2692879343832,10.0,10.0,2
500.0,163.01293394302738,10.0,10.0,1
299.32269795032096,76.38018976555222,10.0,10.0,1
-71.28379842209296,352.9444217782969,10.0,10.0,0
-396.1399231380096,-402.27087089639184,10.0,10.0,2
465.4746109293048,166.24237255150513,10.0,10.0,1
449.56836389260275,118.9638612165009,10.0,10.0,1
344.52754955955464,44.277633712547264,10.0,10.0,1
-171.40254102029985,281.3407252607787,10.0,10.0,0
-128.3358599982596,243.83911797264753,10.0,10.0,0
-403.728595103469,-341.3274106576186,10.0,10.0,2
-123.51680293526336,259.2107646500788,10.0,10.0,0
-108.23042397342724,369.93338700190884,10.0,10.0,0
493.46266719797524,15.857034070442747,10.0,10.0,1
-500.0,-335.1823819364523,10.0,10.0,2
-500.0,-364.68566807406154,10.0,10.0,2
444.9793690754312,109.40005492542323,10.0,10.0,1
-500.0,-228.88539863352162,10.0,10.0,2
-164.36879476035983,302.1825348674695,10.0,10.0,0
-216.05316002999314,312.7549482384807,10.0,10.0,0
-311.4153599290323,-283.9056739131,10.0,10.0,2
500.0,5.387052671800177,10.0,10.0,1
-500.0,-162.93720557875338,10.0,10.0,2
-24.10552467470692,313.2766135962462,10.0,10.0,0
-62.04934269134457,313.4773488559647,10.0,10.0,0
500.0,122.51898105999658,10.0,10.0,1
-71.23396859556429,289.6792038646136,10.0,10.0,0
500.0,27.577505096209308,10.0,10.0,1
500.0,82.80946599381798,10.0,10.0,1
404.42500340681363,81.16188988889631,10.0,10.0,1
500.0,46.1453411086178,10.0,10.0,1
-234.16581173629754,322.4898684638428,10.0,10.0,0
-500.0,-129.54071914029453,10.0,10.0,2
-164.2533341429147,312.038379517471,10.0,10.0,0
-4.009518699475834,293.08815394762036,10.0,10.0,0
-500.0,-372.73402787768055,10.0,10.0,2
265.70583809671035,142.37247569688427,10.0,10.0,1
-200.36889459408602,309.00534389806165,10.0,10.0,0
468.1899292187914,4.695651159664656,10.0,10.0,1
-500.0,-411.74862353306355,10.0,10.0,2
-438.4717445940583,-307.6495740253408,10.0,10.0,2
-49.91233605893252,339.3856848747747,10.0,10.0,0
-34.21309775012615,265.27596232986525,10.0,10.0,0
500.0,153.152549870867,10.0,10.0,1
-492.6450578065508,-338.9151099854818,10.0,10.0,2
-354.1946975591627,-292.0919910893331,10.0,10.0,2
-500.0,-181.68977697900323,10.0,10.0,2
-135.89960365680912,280.2328422229518,10.0,10.0,0
-115.27522894326692,340.5602551071124,10.0,10.0,0
-470.12261937779414,-353.62208376096555,10.0,10.0,2
-115.81471211496836,300.29771999201813,10.0,10.0,0
-104.07625118725127,325.0728666871213,10.0,10.0,0
