0;127.46159;144.37344
1;60.794662;233.10942
2;586.06415;285.95465
3;539.6433;267.64194
4;622.7801;254.94034
5;410.86563;358.91205
6;700.5022;328.72775
7;615.6701;349.68515
8;860.5244;261.21472
9;95.43579;224.04689
10;153.04184;85.837585
11;120.288345;212.71848
12;159.26006;170.4939
13;415.00592;389.73907
14;337.55933;414.69077
15;611.76654;259.76874
16;468.25867;309.4756
17;594.43884;428.82498
18;610.081;333.3389
19;629.17017;377.45148
20;671.0812;321.48056
21;91.794846;185.31401
22;125.620125;183.04094
23;131.89954;145.98196
24;445.4778;363.03424
25;479.86212;311.75952
26;121.88654;140.8211
27;69.705414;246.33694
28;209.30644;92.89583
29;317.42865;374.93924
30;512.08594;371.069
31;443.51337;377.49673
32;524.7765;298.85797
33;733.72644;406.1652
34;667.4117;308.8745
35;578.43964;426.66797
36;620.0459;368.55164
37;571.2852;274.11163
38;591.22955;363.35846
39;550.64606;332.23618
40;556.62476;311.41714
41;715.105;376.37427
42;594.5333;335.63443
43;779.12885;326.00644
44;112.41878;200.7682
45;131.4604;149.17691
46;508.02585;355.25992
47;596.6152;290.85965
48;586.17554;260.24057
49;564.2098;324.27606
50;460.7959;330.77643
51;571.19586;253.2645
52;530.32117;354.60083
53;611.4481;403.47034
54;788.82874;290.88962
55;892.0674;184.50461
56;703.92737;274.02167
57;767.8563;340.2303
58;146.05008;123.0382
59;156.0716;206.48483
60;147.82825;174.21837
61;93.26872;166.30298
62;140.65817;104.35597
63;57.321453;304.77905
64;439.63083;389.10522
65;550.11725;282.813
66;747.79944;358.91077
67;726.8407;302.441
68;628.92633;440.67685
69;763.8527;309.71704
70;746.13806;313.7899
71;708.4695;376.7891
72;828.2331;280.37744
73;723.387;288.44937
74;104.099434;209.11806
75;30.0;228.78584
76;143.2106;144.7278
77;153.28316;74.24519
78;578.4242;240.7383
79;897.1969;280.77478
80;663.1215;363.12442
81;764.39606;246.69308
82;736.01044;354.62033
83;201.9425;30.0
84;51.99656;146.70389
85;168.56834;182.26979
86;61.363255;216.04903
87;117.35644;168.4046
88;628.68085;221.40099
89;414.7929;299.72787
90;915.9008;291.1873
91;611.4481;403.47034
92;193.85817;106.41862
93;149.3779;133.0423
94;166.02415;54.029755
95;429.57913;348.00772
96;591.54114;327.6577
97;391.66443;318.919
98;470.0041;465.45456
99;661.28107;419.21005
100;748.7942;331.4809
101;84.46311;194.56314
102;178.66656;149.83319
103;135.34552;158.75606
104;153.65561;123.27448
105;542.8111;390.39822
106;449.90625;324.0412
107;607.4208;377.10278
108;305.18195;342.05878
109;577.1305;409.1322
110;128.89847;165.17474
111;93.61444;214.21848
112;115.59295;211.2194
113;116.7851;201.28769
114;114.82554;147.82446
115;197.76294;137.84735
116;155.92711;115.93755
117;488.53284;289.70953
118;323.39526;377.21774
119;483.8548;323.75186
120;688.2985;376.72055
121;833.3368;228.34619
122;946.8213;321.0443
123;794.892;262.7944
124;162.63156;109.47278
125;164.46036;36.770287
126;506.28616;306.2302
127;498.82233;400.35065
128;475.50916;354.80264
129;601.7139;344.53983
130;701.4107;303.39844
131;706.7397;346.16324
132;166.15358;145.05293
133;109.70758;143.51617
134;644.7618;247.14256
135;543.6783;319.58887
136;779.0403;386.6498
137;841.9276;292.78436
138;686.02136;339.99796
139;623.4711;338.19397
140;131.15625;216.53685
141;101.728836;217.157
142;86.34004;205.13516
143;649.22375;283.88187
144;396.48;353.70578
145;480.7085;383.384
146;458.9165;338.31586
147;473.44653;329.90933
148;918.652;204.84622
149;685.3331;344.9797
