x,y,width,height,label
-89.29925601092854,-240.62255672766952,10.0,10.0,1
307.18162391489,16.489025239670717,10.0,10.0,1
-134.0151721759101,-32.1959239020852,10.0,10.0,1
-353.0,-137.9782987929415,10.0,10.0,1
-286.5013604750761,21.50857307832285,10.0,10.0,1
270.9368919215012,-99.82494639462834,10.0,10.0,1
174.47125073231928,200.1692155012458,10.0,10.0,1
-81.86290762034577,83.39622686755524,10.0,10.0,1
124.95184435153163,-215.90595657487873,10.0,10.0,1
-112.08299752773257,85.09589395036083,10.0,10.0,1
-228.38401959666498,96.62935654222257,10.0,10.0,1
-353.0,48.595387873891355,10.0,10.0,1
-353.0,55.93700187067143,10.0,10.0,1
-353.0,-72.72309686820415,10.0,10.0,1
-343.81262227051616,348.7331490774885,10.0,10.0,1
352.1929285630526,-83.74931082854052,10.0,10.0,1
-353.0,-78.05438329318942,10.0,10.0,1
-220.80051922703777,229.44973105739186,10.0,10.0,1
-247.87772968032138,-95.45187942801492,10.0,10.0,1
-353.0,-50.807268220347765,10.0,10.0,1
-353.0,500.65088344653657,10.0,10.0,1
-258.7636612582814,-275.5274330345416,10.0,10.0,1
-353.0,5.754827125700944,10.0,10.0,1
-40.72722817134714,38.64906789951487,10.0,10.0,1
3.4858431770308016,-77.69877541634015,10.0,10.0,1
-95.7963755319256,-8.228111896452312,10.0,10.0,1
115.4575583110176,369.1952867228755,10.0,10.0,1
-353.0,-161.23702741938376,10.0,10.0,1
-126.21762118169482,190.6534543692393,10.0,10.0,1
-42.622469583620735,142.08662725971996,10.0,10.0,1
-353.0,62.98433486790766,10.0,10.0,1
-49.818518164546276,6.2605871171730065,10.0,10.0,1
-338.6511457818338,-166.60469387039333,10.0,10.0,1
317.5436751643292,82.74826298433176,10.0,10.0,1
-353.0,92.44394862313432,10.0,10.0,1
247.2414879057622,5.40184663175495,10.0,10.0,1
-102.29115428731264,13.758221120234307,10.0,10.0,1
-353.0,-39.127655407002194,10.0,10.0,1
276.06904518314496,-83.66244435275556,10.0,10.0,1
-103.03751423104228,192.27903042317217,10.0,10.0,1
-111.21825273090218,76.97640721148568,10.0,10.0,1
-198.34008688929634,-193.33104987494937,10.0,10.0,1
-112.75825141189628,67.7498250393898,10.0,10.0,1
146.49860828434862,69.5975793446105,10.0,10.0,1
4.457234703104774,-195.49285526124984,10.0,10.0,1
