x,y,width,height,label
-250.0,-115.0027761705777,11.0,11.0,1
-250.0,-6.030117729143918,11.0,11.0,1
-250.0,-27.364643495775134,11.0,11.0,1
14.5,385.5,11.0,11.0,1
-250.0,-49.698091812365675,11.0,11.0,1
250.0,17.39811912225705,11.0,11.0,1
-250.0,-40.85947167673987,11.0,11.0,1
-250.0,29.375221867234647,11.0,11.0,1
250.0,-17.557277581947247,11.0,11.0,1
-250.0,21.08433734939759,11.0,11.0,1
-250.0,-175.41651225613592,11.0,11.0,1
250.0,-175.44570502431117,11.0,11.0,1
250.0,44.89124936772888,11.0,11.0,1
250.0,81.13667007609004,11.0,11.0,1
10.5,148.5,11.0,11.0,1
-250.0,-32.215122470713524,11.0,11.0,1
-250.0,-8.522152012658395,11.0,11.0,1
-250.0,33.84135143020907,11.0,11.0,1
-7.5,51.5,11.0,11.0,1
-250.0,-112.28304183659202,11.0,11.0,1
-250.0,42.40162822252375,11.0,11.0,1
-250.0,159.45312553062618,11.0,11.0,1
163.5,198.5,11.0,11.0,1
99.5,-68.5,11.0,11.0,1
250.0,-36.32060071825008,11.0,11.0,1
-250.0,329.30342418239616,11.0,11.0,1
-250.0,20.5286163994505,11.0,11.0,1
-250.0,105.94450919593277,11.0,11.0,1
-250.0,-18.264175596206666,11.0,11.0,1
-250.0,137.41844005791398,11.0,11.0,1
-250.0,-6.077116512992457,11.0,11.0,1
177.5,29.5,11.0,11.0,1
-250.0,32.74909930698519,11.0,11.0,1
-74.5,99.5,11.0,11.0,1
250.0,28.149726110772978,11.0,11.0,1
-250.0,92.3948220064725,11.0,11.0,1
-250.0,56.157354618015965,11.0,11.0,1
-250.0,25.40880950648981,11.0,11.0,1
250.0,-33.21678321678321,11.0,11.0,1
161.5,187.5,11.0,11.0,1
-250.0,-16.233667970675498,11.0,11.0,1
250.0,56.827643630308074,11.0,11.0,1
-250.0,46.53053192163259,11.0,11.0,1
178.5,68.5,11.0,11.0,1
-250.0,29.10143942006973,11.0,11.0,1
250.0,-28.039585296889726,11.0,11.0,1
-28.5,8.5,11.0,11.0,1
250.0,-73.45422496551222,11.0,11.0,1
250.0,37.40509155873158,11.0,11.0,1
56.5,84.5,11.0,11.0,1
205.5,15.5,11.0,11.0,1
250.0,291.20611165865074,11.0,11.0,1
10.5,15.5,11.0,11.0,1
-250.0,-7.074340527577938,11.0,11.0,1
250.0,74.26822323840017,11.0,11.0,1
-250.0,-156.3391030129234,11.0,11.0,1
-250.0,64.52950944442307,11.0,11.0,1
-250.0,-14.947245017584994,11.0,11.0,1
197.5,80.5,11.0,11.0,1
-250.0,9.365994236311238,11.0,11.0,1
-250.0,-29.617677777948913,11.0,11.0,1
241.5,-235.5,11.0,11.0,1
-59.5,-109.5,11.0,11.0,1
-250.0,-60.48247615489935,11.0,11.0,1
-22.5,-116.5,11.0,11.0,1
250.0,146.90267777789157,11.0,11.0,1
250.0,9.544541192230408,11.0,11.0,1
-250.0,-11.731538741360495,11.0,11.0,1
250.0,-77.22513089005236,11.0,11.0,1
-42.5,-295.5,11.0,11.0,1
-250.0,-72.53994953742641,11.0,11.0,1
-250.0,18.492270481847697,11.0,11.0,1
-250.0,119.86275726442061,11.0,11.0,1
159.5,88.5,11.0,11.0,1
-250.0,-12.753702687877125,11.0,11.0,1
250.0,199.31703010593074,11.0,11.0,1
-250.0,-87.37596471885337,11.0,11.0,1
-12.5,-39.5,11.0,11.0,1
-9.5,-162.5,11.0,11.0,1
-250.0,-221.8811521255512,11.0,11.0,1
250.0,-294.17699522284556,11.0,11.0,1
250.0,-15.318262938726948,11.0,11.0,1
-250.0,-82.42391532688329,11.0,11.0,1
-250.0,-51.32800752121534,11.0,11.0,1
-210.5,8.5,11.0,11.0,1
-224.5,-83.5,11.0,11.0,1
-92.5,39.5,11.0,11.0,1
-250.0,234.77599731963778,11.0,11.0,1
-250.0,-173.84461462850845,11.0,11.0,1
-250.0,-88.68378812199037,11.0,11.0,1
-70.5,-113.5,11.0,11.0,1
-250.0,-83.74038541828388,11.0,11.0,1
250.0,-0.9373326191751473,11.0,11.0,1
250.0,-116.25332152347211,11.0,11.0,1
-250.0,19.15615906886518,11.0,11.0,1
-250.0,10.390399398291045,11.0,11.0,1
-187.5,209.5,11.0,11.0,1
250.0,-21.329579904720656,11.0,11.0,1
250.0,-13.707418588639193,11.0,11.0,1
-250.0,-120.42070981755776,11.0,11.0,1
250.0,-17.531723790527057,11.0,11.0,1
-80.5,-195.5,11.0,11.0,1
-250.0,19.645057206487195,11.0,11.0,1
-250.0,-72.21030365731691,11.0,11.0,1
85.5,259.5,11.0,11.0,1
-250.0,80.08975373806979,11.0,11.0,1
250.0,-1.674641148325359,11.0,11.0,1
170.5,79.5,11.0,11.0,1
-250.0,45.278720452563505,11.0,11.0,1
-250.0,112.5635679599325,11.0,11.0,1
-250.0,-2.296230264167413,11.0,11.0,1
