DY
626
2

0;0.39442742;0.2925412;1.0
0;0.37132153;0.4186045;1.0
0;0.70861286;0.57332325;1.0
0;0.63253593;0.3824494;1.0
0;0.59617484;0.46476924;1.0
0;0.48482546;0.28465658;1.0
0;0.67474556;0.1577872;1.0
0;0.71441627;0.27368632;1.0
0;0.73758614;0.7268428;1.0
0;0.60183275;0.6410858;1.0
0;0.71774054;0.44013453;1.0
0;0.5664106;0.3267352;1.0
0;0.4561975;0.30967712;1.0
0;0.4787099;0.33479318;1.0
0;0.43737182;0.54069465;1.0
0;0.52192247;0.780933;1.0
0;0.7700095;0.72778994;1.0
0;0.5980528;0.52075034;1.0
0;0.74928653;0.17874825;1.0
0;0.5713662;0.4122037;1.0
0;0.76499194;0.748032;1.0
0;0.5051847;0.61777353;1.0
0;0.60347855;0.67868423;1.0
0;0.6400648;0.4430013;1.0
0;0.5740758;0.7598119;1.0
0;0.43278757;0.23529066;1.0
0;0.63435566;0.83387285;1.0
0;0.3368119;0.46382594;1.0
0;0.5857485;0.7909465;1.0
0;0.66887623;0.3367595;1.0
0;0.3508145;0.6269641;1.0
0;0.5272094;0.4873589;1.0
0;0.5915019;0.36479107;1.0
0;0.52287066;0.4589019;1.0
0;0.5260865;0.45557576;1.0
0;0.64693135;0.4766933;1.0
0;0.75385946;0.88563573;1.0
0;0.46140876;0.41041243;1.0
0;0.84214103;0.27419525;1.0
0;0.67722106;0.599896;1.0
0;0.41179457;0.68424785;1.0
0;0.78569484;0.14886025;1.0
0;0.76218355;0.5400819;1.0
0;0.51815957;0.8643591;1.0
0;0.57842875;0.409773;1.0
0;0.77692044;0.7468449;1.0
0;0.71923316;0.5721281;1.0
0;0.5320614;0.5897013;1.0
0;0.63657427;0.0;1.0
0;0.8139443;0.316345;1.0
0;0.6839502;0.41573066;1.0
0;0.4880075;0.7407719;1.0
0;0.6868529;0.3542589;1.0
0;0.5547837;0.46637586;1.0
0;0.52897495;0.5198361;1.0
0;0.2558351;0.52736837;1.0
0;0.70398885;0.15635927;1.0
0;0.75697404;0.4190293;1.0
0;0.5385021;0.5538356;1.0
0;0.69203;0.5021737;1.0
0;0.5965479;0.53803706;1.0
0;0.569381;0.014193924;1.0
0;0.6558254;0.5043395;1.0
0;0.6727548;0.5104692;1.0
0;0.43573433;0.18908578;1.0
0;0.842009;0.40262124;1.0
0;0.73267925;0.5967739;1.0
0;0.5263523;0.3650091;1.0
0;0.74224997;0.7292496;1.0
0;0.7383408;0.114524886;1.0
0;0.48233435;0.35428542;1.0
0;0.4003296;0.51900667;1.0
0;0.62003505;0.735423;1.0
0;0.80173206;0.63158107;1.0
0;0.5931754;0.5620684;1.0
0;0.65341985;0.28653273;1.0
0;0.42741907;0.54832274;1.0
0;0.4847465;0.66143054;1.0
0;0.34100994;0.4587645;1.0
0;0.6004769;0.71618414;1.0
0;0.4669446;0.555276;1.0
0;0.4015141;0.52017874;1.0
0;0.2771756;0.60450834;1.0
0;0.50174147;0.30258846;1.0
0;0.54745644;0.4216609;1.0
0;0.52941006;0.6274426;1.0
0;0.7256606;0.2098348;1.0
0;0.53995264;0.4028582;1.0
0;0.5209643;0.36647037;1.0
0;0.51386464;0.44523346;1.0
0;0.529929;0.5660121;1.0
0;0.6145255;0.5842061;1.0
0;0.54758805;0.61321664;1.0
0;0.42621115;0.10527976;1.0
0;0.74945515;0.55218005;1.0
0;0.49168265;0.6527762;1.0
0;0.6290778;0.3760483;1.0
0;0.3374056;0.30158538;1.0
0;0.629526;0.37036043;1.0
0;0.50254565;0.49746323;1.0
0;0.6747746;0.60268617;1.0
0;0.28076512;0.50428903;1.0
0;0.7481375;0.56734604;1.0
0;0.61119545;0.3124983;1.0
0;0.5879653;0.6158137;1.0
0;0.4950754;0.4435191;1.0
0;0.7717851;0.70041573;1.0
0;0.335019;0.06563003;1.0
0;0.8203573;0.6345177;1.0
0;0.304699;0.677707;1.0
0;0.57326585;0.6403596;1.0
0;0.58683014;0.6556057;1.0
0;0.5434533;0.36760253;1.0
0;0.5377737;0.5808355;1.0
0;0.38628745;0.29571712;1.0
0;0.6831948;0.7256797;1.0
0;0.41435975;0.51091254;1.0
0;0.84034985;0.3623503;1.0
0;0.4490261;0.38123795;1.0
0;0.5285583;0.5760812;1.0
