0.000;0.523;0.605;1.000
1.000;0.042;0.639;0.000
2.000;0.564;0.395;1.000
3.000;0.458;0.046;0.000
4.000;0.918;0.737;0.000
5.000;0.395;0.497;1.000
6.000;0.138;0.248;0.000
7.000;0.972;0.548;0.000
8.000;0.504;0.434;1.000
9.000;0.862;0.805;0.000
10.000;0.461;0.578;1.000
11.000;0.494;0.423;1.000
12.000;0.521;0.379;1.000
13.000;0.426;0.964;0.000
14.000;0.651;0.077;0.000
15.000;0.483;0.605;1.000
16.000;0.124;0.771;0.000
17.000;0.442;0.472;1.000
18.000;0.454;0.447;1.000
19.000;0.596;0.434;1.000
20.000;0.968;0.614;0.000
21.000;0.420;0.513;1.000
22.000;0.997;0.316;0.000
23.000;0.376;0.076;0.000
24.000;0.568;0.585;1.000
25.000;0.970;0.632;0.000
26.000;0.613;0.505;1.000
27.000;0.535;0.399;1.000
28.000;0.433;0.464;1.000
29.000;0.614;0.583;1.000
30.000;0.058;0.479;0.000
31.000;0.764;0.908;0.000
32.000;0.063;0.506;0.000
33.000;0.750;0.943;0.000
34.000;0.060;0.541;0.000
35.000;0.620;0.491;1.000
36.000;0.943;0.367;0.000
37.000;0.580;0.470;1.000
38.000;0.071;0.338;0.000
39.000;0.564;0.971;0.000
40.000;0.985;0.436;0.000
41.000;0.830;0.139;0.000
42.000;0.435;0.039;0.000
43.000;0.506;0.375;1.000
44.000;0.973;0.523;0.000
45.000;0.416;0.434;1.000
46.000;0.610;0.445;1.000
47.000;0.958;0.421;0.000
48.000;0.941;0.265;0.000
49.000;0.456;0.592;1.000
50.000;0.191;0.128;0.000
51.000;0.543;0.441;1.000
52.000;0.606;0.483;1.000
53.000;0.591;0.512;1.000
54.000;0.432;0.442;1.000
55.000;0.063;0.594;0.000
56.000;0.127;0.791;0.000
57.000;0.623;0.568;1.000
58.000;0.927;0.348;0.000
59.000;0.553;0.634;1.000
60.000;0.423;0.531;1.000
61.000;0.978;0.399;0.000
62.000;0.444;0.531;1.000
63.000;0.466;0.443;1.000
64.000;0.809;0.196;0.000
65.000;0.585;0.536;1.000
66.000;0.631;0.498;1.000
67.000;0.871;0.790;0.000
68.000;0.918;0.277;0.000
69.000;0.902;0.747;0.000
70.000;0.491;0.414;1.000
71.000;0.580;0.555;1.000
72.000;0.610;0.461;1.000
73.000;0.468;0.584;1.000
74.000;0.492;0.960;0.000
75.000;0.583;0.423;1.000
76.000;0.901;0.233;0.000
77.000;0.554;0.456;1.000
78.000;0.568;0.457;1.000
79.000;0.964;0.346;0.000
80.000;0.427;0.547;1.000
81.000;0.165;0.749;0.000
82.000;0.581;0.048;0.000
83.000;0.563;0.582;1.000
84.000;0.440;0.449;1.000
85.000;0.538;0.448;1.000
86.000;0.974;0.616;0.000
87.000;0.804;0.881;0.000
88.000;0.363;0.955;0.000
89.000;0.656;0.959;0.000
90.000;0.608;0.520;1.000
91.000;0.023;0.421;0.000
92.000;0.814;0.108;0.000
93.000;0.299;0.922;0.000
94.000;0.525;0.410;1.000
95.000;0.539;0.623;1.000
96.000;0.680;0.959;0.000
97.000;0.730;0.928;0.000
98.000;0.055;0.328;0.000
99.000;0.938;0.672;0.000
100.000;0.185;0.151;0.000
101.000;0.362;0.950;0.000
102.000;0.950;0.668;0.000
103.000;0.563;0.938;0.000
104.000;0.388;0.956;0.000
105.000;0.983;0.554;0.000
106.000;0.443;0.469;1.000
107.000;0.360;0.088;0.000
108.000;0.576;0.508;1.000
109.000;0.607;0.526;1.000
110.000;0.205;0.124;0.000
111.000;0.229;0.910;0.000
112.000;0.746;0.968;0.000
113.000;0.495;0.426;1.000
114.000;0.551;0.570;1.000
115.000;0.446;0.525;1.000
116.000;0.411;0.471;1.000
117.000;0.955;0.520;0.000
118.000;0.956;0.628;0.000
119.000;0.489;0.606;1.000
120.000;0.054;0.633;0.000
121.000;0.229;0.885;0.000
122.000;0.402;0.051;0.000
123.000;0.472;0.962;0.000
124.000;0.537;0.580;1.000
125.000;0.522;0.413;1.000
126.000;0.354;0.061;0.000
127.000;0.596;0.557;1.000
128.000;0.673;0.948;0.000
129.000;0.557;0.584;1.000
130.000;0.950;0.266;0.000
131.000;0.773;0.114;0.000
132.000;0.442;0.545;1.000
133.000;0.414;0.507;1.000
134.000;0.096;0.254;0.000
135.000;0.431;0.489;1.000
136.000;0.543;0.624;1.000
137.000;0.459;0.445;1.000
138.000;0.407;0.470;1.000
139.000;0.413;0.560;1.000
140.000;0.503;0.385;1.000
141.000;0.474;0.560;1.000
142.000;0.290;0.101;0.000
143.000;0.594;0.566;1.000
144.000;0.514;0.359;1.000
145.000;0.114;0.730;0.000
146.000;0.546;0.456;1.000
147.000;0.564;0.579;1.000
148.000;0.714;0.937;0.000
149.000;0.078;0.552;0.000
150.000;0.463;0.469;1.000
151.000;0.550;0.417;1.000
152.000;0.570;0.476;1.000
153.000;0.072;0.670;0.000
154.000;0.347;0.077;0.000
155.000;0.531;0.387;1.000
156.000;0.509;0.623;1.000
157.000;0.597;0.485;1.000
158.000;0.838;0.129;0.000
159.000;0.961;0.727;0.000
160.000;0.310;0.947;0.000
161.000;0.588;0.456;1.000
162.000;0.504;0.605;1.000
163.000;0.456;0.582;1.000
164.000;0.285;0.119;0.000
165.000;0.799;0.870;0.000
166.000;0.700;0.084;0.000
167.000;0.608;0.557;1.000
168.000;0.101;0.657;0.000
169.000;0.413;0.569;1.000
170.000;0.179;0.192;0.000
171.000;0.930;0.695;0.000
172.000;0.415;0.534;1.000
173.000;0.552;0.069;0.000
174.000;0.597;0.630;1.000
175.000;0.536;0.046;0.000
176.000;0.242;0.123;0.000
177.000;0.456;0.592;1.000
178.000;0.600;0.958;0.000
179.000;0.088;0.324;0.000
180.000;0.988;0.453;0.000
181.000;0.506;0.048;0.000
182.000;0.862;0.853;0.000
183.000;0.990;0.410;0.000
184.000;0.431;0.422;1.000
185.000;0.955;0.660;0.000
186.000;0.930;0.709;0.000
187.000;0.466;0.554;1.000
188.000;0.508;0.575;1.000
189.000;0.337;0.098;0.000
190.000;0.073;0.617;0.000
191.000;0.529;0.466;1.000
192.000;0.357;0.920;0.000
193.000;0.645;0.068;0.000
194.000;0.579;0.437;1.000
195.000;0.563;0.538;1.000
196.000;0.559;0.538;1.000
197.000;0.062;0.424;0.000
198.000;0.619;0.508;1.000
199.000;0.545;0.451;1.000
200.000;0.571;0.469;1.000
201.000;0.664;0.054;0.000
202.000;0.766;0.122;0.000
203.000;0.507;0.000;0.000
204.000;0.242;0.146;0.000
205.000;0.311;0.079;0.000
206.000;0.910;0.783;0.000
207.000;0.348;0.904;0.000
208.000;0.904;0.769;0.000
209.000;0.254;0.097;0.000
210.000;0.023;0.442;0.000
211.000;0.484;0.642;1.000
212.000;0.777;0.095;0.000
213.000;0.574;0.391;1.000
214.000;0.443;0.454;1.000
215.000;0.436;0.550;1.000
216.000;0.530;0.418;1.000
217.000;0.878;0.814;0.000
218.000;0.628;0.055;0.000
219.000;0.554;0.581;1.000
220.000;0.520;0.414;1.000
221.000;0.105;0.229;0.000
222.000;0.600;0.063;0.000
223.000;0.490;0.595;1.000
224.000;0.208;0.869;0.000
225.000;0.526;0.612;1.000
226.000;0.516;0.419;1.000
227.000;0.592;0.457;1.000
228.000;0.592;0.542;1.000
229.000;0.233;0.857;0.000
230.000;0.415;0.504;1.000
231.000;0.589;0.436;1.000
232.000;0.020;0.466;0.000
233.000;0.067;0.405;0.000
234.000;0.444;0.490;1.000
235.000;0.438;0.557;1.000
236.000;0.409;0.499;1.000
237.000;0.619;0.548;1.000
238.000;0.090;0.667;0.000
239.000;0.593;0.486;1.000
240.000;0.275;0.096;0.000
241.000;0.532;0.589;1.000
242.000;0.498;0.966;0.000
243.000;0.647;0.948;0.000
244.000;0.061;0.601;0.000
245.000;0.490;0.432;1.000
246.000;0.545;0.437;1.000
247.000;0.525;0.592;1.000
248.000;0.881;0.214;0.000
249.000;0.592;0.580;1.000
250.000;0.980;0.555;0.000
251.000;0.570;0.573;1.000
252.000;0.556;0.619;1.000
253.000;0.532;0.427;1.000
254.000;0.492;0.049;0.000
255.000;0.570;0.430;1.000
256.000;0.197;0.200;0.000
257.000;0.432;0.493;1.000
258.000;0.601;0.514;1.000
259.000;0.153;0.186;0.000
260.000;0.612;0.442;1.000
261.000;0.137;0.253;0.000
262.000;0.581;0.618;1.000
