DY
2000
3
x;y;z
0;0.00481053;0.015110426;0.8063879;0.00481053
1;0.37081772;0.36272094;0.3401069;0.37081772
2;0.9614324;-0.11998133;0.8986715;0.9614324
3;0.1996269;0.47516474;0.7595359;0.1996269
4;0.9638266;-0.1126662;0.83484083;0.9638266
5;0.2630778;0.49831295;0.4136708;0.2630778
6;0.4453477;0.16834082;0.9205617;0.4453477
7;0.67947286;-0.45170593;0.66525656;0.67947286
8;0.5848662;-0.25415888;0.58808804;0.5848662
9;0.17275466;0.4422566;0.9530136;0.17275466
10;0.7523925;-0.4999435;0.9205145;0.7523925
11;0.6424528;-0.3901224;0.6376659;0.6424528
12;0.61183196;-0.3231253;0.43320483;0.61183196
13;0.108734936;0.3156397;0.4999975;0.108734936
14;0.87858474;-0.3455011;0.012696291;0.87858474
15;0.32958898;0.43877396;0.4694583;0.32958898
16;0.10298515;0.30142754;0.82297486;0.10298515
17;0.88479644;-0.33113536;0.36556542;0.88479644
18;0.6389352;-0.38311574;0.6610025;0.6389352
19;0.09572205;0.28291494;0.41987166;0.09572205
20;0.41468847;0.25536263;0.9414893;0.41468847
21;0.725234;-0.49395862;0.10299242;0.725234
22;0.6108721;-0.32081822;0.73230505;0.6108721
23;0.094098106;0.27869377;0.3574562;0.094098106
24;0.56720626;-0.20491579;0.6288209;0.56720626
25;0.6934926;-0.46881515;0.475708;0.6934926
26;0.40293807;0.28637558;0.63436913;0.40293807
27;0.92489576;-0.22728698;0.6306572;0.92489576
28;0.36696643;0.3709416;0.5281553;0.36696643
29;0.12010931;0.3425238;0.0126031395;0.12010931
30;0.32375646;0.44726324;0.7473015;0.32375646
31;0.76681453;-0.49721217;0.08817078;0.76681453
32;0.73539144;-0.4978952;0.038641337;0.73539144
33;0.98091453;-0.05981516;0.7674433;0.98091453
34;0.2846039;0.48822832;0.63036424;0.2846039
35;0.0643438;0.1966803;0.90378475;0.0643438
36;0.33931047;0.4233207;0.15504654;0.33931047
37;0.82082444;-0.45130467;0.7223325;0.82082444
38;0.322509;0.44900137;0.36275718;0.322509
39;0.4197614;0.24153346;0.037907638;0.4197614
40;0.8817332;-0.33828413;0.655396;0.8817332
41;0.8455382;-0.41258755;0.5654755;0.8455382
42;0.7024559;-0.47785574;0.7439311;0.7024559
43;0.8727954;-0.3584167;0.9749186;0.8727954
44;0.9162772;-0.2510588;0.40695974;0.9162772
45;0.067844495;0.20674308;0.59676963;0.067844495
46;0.31742874;0.4557937;0.41202357;0.31742874
47;0.5321904;-0.10044097;0.8466845;0.5321904
48;0.020070586;0.06288662;0.15036903;0.020070586
49;0.9762051;-0.07447567;0.503817;0.9762051
50;0.7640542;-0.49805182;0.4313499;0.7640542
51;0.23931685;0.498874;0.95189005;0.23931685
52;0.8082671;-0.46686473;0.18442743;0.8082671
53;0.23837353;0.49866647;0.5247308;0.23837353
54;0.72085536;-0.49164006;0.6594618;0.72085536
55;0.55970776;-0.18320835;0.7523998;0.55970776
56;0.757;-0.49951646;0.5393953;0.757
57;0.6462751;-0.39752;0.3764373;0.6462751
58;0.93758684;-0.19108963;0.9343682;0.93758684
59;0.47325745;0.083619416;0.18055913;0.47325745
60;0.7044931;-0.47970012;0.16731636;0.7044931
61;0.573119;-0.22171421;0.68153495;0.573119
62;0.5863198;-0.2580808;0.97407585;0.5863198
63;0.82435;-0.4464266;0.06977294;0.82435
64;0.2937706;0.48121002;0.62725466;0.2937706
65;0.0070845787;0.02224951;0.8674079;0.0070845787
66;0.96198636;-0.118291125;0.6939441;0.96198636
67;0.5412714;-0.12820964;0.09091077;0.5412714
68;0.9423297;-0.17723778;0.08001032;0.9423297
69;0.9607728;-0.1219919;0.6632449;0.9607728
70;0.6369376;-0.37905318;0.049838796;0.6369376
71;0.9707135;-0.091487914;0.18485336;0.9707135
72;0.6164284;-0.3340086;0.85278887;0.6164284
73;0.3855936;0.3292548;0.9432672;0.3855936
74;0.66447026;-0.42952147;0.4362463;0.66447026
75;0.85212845;-0.40054208;0.21788538;0.85212845
76;0.023470594;0.073468074;0.51948124;0.023470594
77;0.26361513;0.49817157;0.6481697;0.26361513
78;0.7704163;-0.49589172;0.39325258;0.7704163
79;0.090393886;0.26895738;0.80973566;0.090393886
80;0.19221963;0.46740994;0.14508748;0.19221963
81;0.6064757;-0.31010354;0.9696649;0.6064757
82;0.8171592;-0.4561412;0.5171273;0.8171592
83;0.9363522;-0.19466817;0.5568656;0.9363522
84;0.26535428;0.497675;0.60525686;0.26535428
85;0.7551503;-0.49973822;0.087526254;0.7551503
86;0.8036463;-0.4718639;0.7028185;0.8036463
87;0.07617564;0.23027985;0.024703804;0.07617564
88;0.7260758;-0.4943616;0.008642446;0.7260758
89;0.13010079;0.364701;0.75367326;0.13010079
90;0.09863573;0.29041445;0.33265042;0.09863573
91;0.23582025;0.49801686;0.34674162;0.23582025
92;0.425577;0.22537859;0.7367515;0.425577
93;0.22513479;0.49391022;0.28540283;0.22513479
94;0.62999594;-0.36447558;0.73837984;0.62999594
95;0.30862606;0.46645987;0.9532191;0.30862606
96;0.019755354;0.061904024;0.42765743;0.019755354
97;0.7515256;-0.49997702;0.764571;0.7515256
98;0.8443605;-0.41466624;0.47904676;0.8443605
99;0.3660791;0.37280503;0.25242743;0.3660791
100;0.6392311;-0.38371235;0.5744924;0.6392311
101;0.62085074;-0.34421694;0.30254364;0.62085074
