DY
4898
11
fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol
1;0.17207938;-0.08176145;0.21325855;2.8210614;-0.035351314;0.56987345;0.744489;2.3312893;-1.246794;-0.3491487;-1.3930101;6.0
2;-0.65743375;0.21587372;0.04799624;-0.94466877;0.14773193;-1.2528907;-0.14966933;-0.009147174;0.73995274;0.0013418064;-0.8241916;6.0
3;1.4756008;0.017450169;0.5437829;0.10027197;0.19350289;-0.31210926;-0.97323626;0.35863543;0.4750534;-0.43677118;-0.3366323;6.0
4;0.40908298;-0.4786084;-0.11726605;0.41572577;0.55966955;0.6874711;1.1209768;0.52579665;0.011479532;-0.7872615;-0.49915254;6.0
5;0.40908298;-0.4786084;-0.11726605;0.41572577;0.55966955;0.6874711;1.1209768;0.52579665;0.011479532;-0.7872615;-0.49915254;6.0
6;1.4756008;0.017450169;0.5437829;0.10027197;0.19350289;-0.31210926;-0.97323626;0.35863543;0.4750534;-0.43677118;-0.3366323;6.0
7;-0.7759361;0.41429693;-1.4393636;0.11998781;-0.035351314;-0.31210926;-0.055547412;0.291755;-0.054745305;-0.17390344;-0.74293137;6.0
8;0.17207938;-0.08176145;0.21325855;2.8210614;-0.035351314;0.56987345;0.744489;2.3312893;-1.246794;-0.3491487;-1.3930101;6.0
9;-0.65743375;0.21587372;0.04799624;-0.94466877;0.14773193;-1.2528907;-0.14966933;-0.009147174;0.73995274;0.0013418064;-0.8241916;6.0
10;1.4756008;-0.5778202;0.79167616;-0.9643846;-0.08112225;-0.42970693;-0.2202608;-0.0760276;0.21015404;-0.3491487;0.3947057;6.0
11;1.4756008;-0.08176145;0.6264139;-0.9742426;-0.5846016;-1.4292873;-1.7732726;-1.0790547;-1.3130188;0.6146998;1.2073038;5.0
12;2.0681105;-0.4786084;0.5437829;-0.4320564;-0.49305984;-1.0764942;-0.69087046;0.22489448;-0.31964466;0.3518318;-0.66167206;5.0
13;1.2385967;-0.97466695;0.29588956;-1.0235323;-0.26420566;-1.135293;-1.4909068;-0.6778518;-0.054745305;1.2280579;0.23218624;5.0
14;-0.30192837;-1.1730905;0.5437829;-0.9643846;-0.08112225;0.74626994;0.10916598;-0.9453337;2.3293505;0.2642093;1.5323428;7.0
15;1.7126044;1.4064142;2.3616672;2.535181;-0.26420566;0.33467802;0.79155;2.0638072;-1.3792436;1.5785483;-0.66167206;5.0
16;-0.30192837;-1.0738786;0.37852058;-0.9643846;-0.63037235;-0.42970693;-0.620279;-0.87845325;0.40882856;0.5270773;0.7197447;7.0
17;-0.65743375;2.0016844;-2.4309368;-1.043248;0.010419456;-0.31210926;-0.9261753;-0.41036996;0.3426037;-1.1377517;-0.74293137;6.0
18;-0.7759361;3.7874954;1.2048316;-1.0235323;-0.767685;-0.3709081;-1.4909068;-1.6140186;0.9386273;-0.87488425;1.8573825;8.0
19;0.64608717;0.6127205;0.70904493;-1.043248;-0.5846016;-1.0764942;0.7680195;-0.7781525;-0.45209593;0.3518318;0.6384853;6.0
20;-0.42043018;0.31508532;-1.6046258;0.21856713;-0.08112225;-0.076913886;-0.12613885;0.49237636;0.21015404;0.0889643;-0.8241916;5.0
21;-0.7759361;3.7874954;1.2048316;-1.0235323;-0.767685;-0.3709081;-1.4909068;-1.6140186;0.9386273;-0.87488425;1.8573825;8.0
22;-0.53893197;0.31508532;0.37852058;-0.6883626;-0.35574737;-0.9588965;-0.85558385;-0.9453337;-0.120970145;-1.2253745;0.3947057;7.0
23;-0.06492422;-0.18097335;0.70904493;-0.9249529;0.14773193;0.33467802;-0.38497415;-0.34350947;1.8657767;-0.08628096;-0.011593362;8.0
24;0.8830908;3.886707;-1.6046258;-0.9643846;1.2920032;-0.6061034;0.69742805;-0.1094479;-0.91566974;0.1765868;-0.986711;5.0
